Inlet_Steam_Temperature,Outlet Steam Temperature ( C ),Steam_Pressure_at_Boiler_Outlet,Feedwater_Temperature,Steam Flow Rate Kg/h,Feed water temperature Kg/h,Boiler efficiency  %,Turbine efficiency %,Steam quantity %,CO2 emission rate Kg/h,Boliler pressure drop bar,Condenser cooling water flow rate m^3/h,Steam turbile RPM,Generator efficiency,Electrical power output MW
543.1548495,151.1548295,167.9071342,220.0535236,62301.866,648200,90.7,40.5,98.9,2157.424601,0.4,3039.838305,4404.356044,115.3884417,352.5562596
543.155049,151.1550287,167.9076057,220.0538831,62302.73035,644100,91.4,41,98.4,2157.657607,0.3,3039.887292,4404.494505,115.3915377,352.5620846
543.1552485,151.1552279,167.9080094,220.0542327,62303.65416,650000,90,40.7,98,2157.859548,0.5,3039.936275,4404.632967,115.3946336,352.5678611
543.1554475,151.1554269,167.9084157,220.0545876,62304.56197,655000,89,41.5,97,2158.04641,0.6,3039.985239,4404.771429,115.3977296,352.5737214
543.1556468,151.1556263,167.9088201,220.0549383,62305.41564,645000,91,40.9,99,2158.247406,0.4,3040.034233,4404.90989,115.4008256,352.5795797
543.1558462,151.1558255,167.9092788,220.0552977,62306.09217,660000,88,41.2,96,2158.478902,0.7,3040.083173,4405.048352,115.4039216,352.5852812
543.1560457,151.1560249,167.9097752,220.0556466,62306.79163,640000,92,40,98.5,2158.733635,0.3,3040.132117,4405.186813,115.4070175,352.5909659
543.1562448,151.1562245,167.910252,220.0559992,62307.72456,648500,89.5,39,97,2158.947465,0.6,3040.181079,4405.325275,115.4101135,352.5965907
543.1564441,151.1564238,167.910669,220.0563502,62308.35089,645800,90.2,41,98.2,2159.137878,0.5,3040.229993,4405.463736,115.4132095,352.6023569
543.1566436,151.1566231,167.9111509,220.0567098,62309.0326,648200,91.2,38,99.2,2159.324907,0.3,3040.278898,4405.602198,115.4163055,352.6080869
543.1568427,151.1568226,167.9115548,220.0570614,62309.58376,652800,89.7,42,97.8,2159.574922,0.5,3040.327834,4405.740659,115.4194014,352.6137712
543.157042,151.1570217,167.9120289,220.0574192,62310.40063,647500,90.5,40.5,98.6,2159.809111,0.4,3040.376766,4405.879121,115.4224974,352.6196084
543.1572412,151.1572208,167.9125084,220.0577726,62311.23022,651200,89.8,40.2,97.9,2159.995008,0.5,3040.42576,4406.017582,115.4255934,352.6253361
543.1574405,151.1574203,167.9129745,220.0581259,62311.89372,647000,91.2,41.8,99.3,2160.199522,0.3,3040.474711,4406.156044,115.4286894,352.6311657
543.1576398,151.1576193,167.9134695,220.0584782,62312.77518,648200,90.7,40.5,98.9,2160.418464,0.4,3040.523628,4406.294505,115.4317853,352.6368113
543.1578389,151.1578183,167.9139646,220.0588334,62313.68163,644100,91.4,41,98.4,2160.636996,0.3,3040.572608,4406.432967,115.4348813,352.6424274
543.1580383,151.1580179,167.9144438,220.0591907,62314.23497,650000,90,40.7,98,2160.825667,0.5,3040.621581,4406.571429,115.4379773,352.6482341
543.1582373,151.1582168,167.9149388,220.0595444,62314.89481,655000,89,41.5,97,2161.060591,0.6,3040.670518,4406.70989,115.4410733,352.6540127
543.1584365,151.1584157,167.9153709,220.0598941,62315.74779,645000,91,40.9,99,2161.294044,0.4,3040.719502,4406.848352,115.4441692,352.6596232
543.1586357,151.1586153,167.9158625,220.0602513,62316.58149,660000,88,41.2,96,2161.510394,0.7,3040.768447,4406.986813,115.4472652,352.6653519
543.1588347,151.1588142,167.9163583,220.0606103,62317.3335,640000,92,40,98.5,2161.732095,0.3,3040.817417,4407.125275,115.4503612,352.671125
543.1590343,151.1590131,167.9167696,220.0609616,62318.10983,648500,89.5,39,97,2161.968996,0.6,3040.866343,4407.263736,115.4534572,352.6768875
543.1592332,151.1592127,167.9172533,220.0613201,62318.84472,645800,90.2,41,98.2,2162.162938,0.5,3040.915245,4407.402198,115.4565531,352.6824865
543.1594326,151.1594122,167.9176792,220.0616717,62319.61008,648200,91.2,38,99.2,2162.368894,0.3,3040.964168,4407.540659,115.4596491,352.6881175
543.1596319,151.1596115,167.9181318,220.0620227,62320.35579,652800,89.7,42,97.8,2162.593423,0.5,3041.013122,4407.679121,115.4627451,352.693979
543.1598313,151.1598105,167.9185708,220.0623801,62321.12874,647500,90.5,40.5,98.6,2162.792098,0.4,3041.062108,4407.817582,115.4658411,352.6997876
543.1600308,151.1600099,167.9190175,220.0627375,62321.92741,651200,89.8,40.2,97.9,2163.016459,0.5,3041.111048,4407.956044,115.468937,352.705455
543.1602303,151.1602094,167.9194463,220.0630971,62322.51975,647000,91.2,41.8,99.3,2163.199859,0.3,3041.160026,4408.094505,115.472033,352.711219
543.16043,151.1604084,167.9198837,220.0634548,62323.15243,648200,90.7,40.5,98.9,2163.426732,0.4,3041.208951,4408.232967,115.475129,352.7170786
543.1606294,151.1606076,167.9203378,220.0638118,62323.76648,644100,91.4,41,98.4,2163.659963,0.3,3041.257882,4408.371429,115.478225,352.7226808
543.1608284,151.1608069,167.9208225,220.064169,62324.44545,650000,90,40.7,98,2163.910946,0.5,3041.306868,4408.50989,115.4813209,352.7284307
543.161028,151.1610063,167.9213151,220.064525,62325.02851,655000,89,41.5,97,2164.110801,0.6,3041.355822,4408.648352,115.4844169,352.7340544
543.1612274,151.1612053,167.9217287,220.0648804,62325.77961,645000,91,40.9,99,2164.292214,0.4,3041.404746,4408.786813,115.4875129,352.7397597
543.1614268,151.1614049,167.9221857,220.0652357,62326.36155,660000,88,41.2,96,2164.544045,0.7,3041.453697,4408.925275,115.4906089,352.7454159
543.1616257,151.1616041,167.922676,220.0655923,62327.07781,640000,92,40,98.5,2164.772978,0.3,3041.502658,4409.063736,115.4937049,352.7510171
543.1618253,151.1618033,167.9231,220.0659428,62327.83499,648500,89.5,39,97,2165.028817,0.6,3041.551605,4409.202198,115.4968008,352.7567199
543.1620249,151.1620026,167.9235155,220.0662918,62328.50732,645800,90.2,41,98.2,2165.27114,0.5,3041.600573,4409.340659,115.4998968,352.7624338
543.1622245,151.1622022,167.9239339,220.0666508,62329.32249,648200,91.2,38,99.2,2165.465238,0.3,3041.649489,4409.479121,115.5029928,352.7682614
543.162424,151.1624016,167.9243924,220.0670084,62329.88521,652800,89.7,42,97.8,2165.675942,0.5,3041.698442,4409.617582,115.5060888,352.7740638
543.1626231,151.1626009,167.9248417,220.0673662,62330.74535,647500,90.5,40.5,98.6,2165.909806,0.4,3041.747367,4409.756044,115.5091847,352.7798491
543.1628225,151.1628003,167.9252797,220.0677178,62331.62993,651200,89.8,40.2,97.9,2166.142116,0.5,3041.796281,4409.894505,115.5122807,352.7855501
543.1630218,151.1629996,167.9257116,220.0680743,62332.27043,647000,91.2,41.8,99.3,2166.37003,0.3,3041.845215,4410.032967,115.5153767,352.7912847
543.1632213,151.1631992,167.9261372,220.0684259,62333.00446,648200,90.7,40.5,98.9,2166.569457,0.4,3041.89411,4410.171429,115.5184727,352.7970466
543.1634208,151.1633988,167.9265668,220.0687773,62333.92746,644100,91.4,41,98.4,2166.804731,0.3,3041.94308,4410.30989,115.5215686,352.8027951
543.1636201,151.1635978,167.9269716,220.0691274,62334.50391,650000,90,40.7,98,2166.992089,0.5,3041.991975,4410.448352,115.5246646,352.8085484
543.1638197,151.163797,167.9273984,220.0694793,62335.36929,655000,89,41.5,97,2167.247458,0.6,3042.040944,4410.586813,115.5277606,352.8142543
543.1640194,151.1639962,167.927824,220.0698366,62336.2328,645000,91,40.9,99,2167.484494,0.4,3042.089848,4410.725275,115.5308566,352.8199942
543.1642191,151.1641954,167.9283183,220.0701906,62336.84995,660000,88,41.2,96,2167.699574,0.7,3042.13881,4410.863736,115.5339525,352.825658
543.1644181,151.1643948,167.9287462,220.0705447,62337.5894,640000,92,40,98.5,2167.914184,0.3,3042.18776,4411.002198,115.5370485,352.8313498
543.1646174,151.1645943,167.9292392,220.0708977,62338.23759,648500,89.5,39,97,2168.121031,0.6,3042.23672,4411.140659,115.5401445,352.8371755
543.1648166,151.1647939,167.9296388,220.0712567,62339.07992,645800,90.2,41,98.2,2168.30235,0.5,3042.285651,4411.279121,115.5432405,352.8428487
543.1650159,151.1649931,167.9300483,220.0716142,62339.67725,648200,91.2,38,99.2,2168.494721,0.3,3042.334577,4411.417582,115.5463364,352.8485705
543.1652151,151.1651924,167.9305111,220.0719682,62340.50261,652800,89.7,42,97.8,2168.711253,0.5,3042.383475,4411.556044,115.5494324,352.8541955
543.1654144,151.1653918,167.9309962,220.0723221,62341.17323,647500,90.5,40.5,98.6,2168.910987,0.4,3042.432439,4411.694505,115.5525284,352.8600524
543.1656141,151.165591,167.9314491,220.0726761,62342.04639,651200,89.8,40.2,97.9,2169.120699,0.5,3042.48141,4411.832967,115.5556244,352.865717
543.1658137,151.1657905,167.931942,220.0730289,62342.74868,647000,91.2,41.8,99.3,2169.329402,0.3,3042.530362,4411.971429,115.5587203,352.8715213
543.1660126,151.16599,167.9323493,220.0733885,62343.38159,648200,90.7,40.5,98.9,2169.524169,0.4,3042.57934,4412.10989,115.5618163,352.8771971
543.1662119,151.1661894,167.9327952,220.0737475,62344.27808,644100,91.4,41,98.4,2169.75182,0.3,3042.628279,4412.248352,115.5649123,352.8828373
543.1664111,151.1663885,167.9332726,220.0741055,62344.85358,650000,90,40.7,98,2169.9654,0.5,3042.677232,4412.386813,115.5680083,352.8886116
543.16661,151.1665877,167.9337456,220.0744632,62345.69281,655000,89,41.5,97,2170.198621,0.6,3042.726168,4412.525275,115.5711042,352.8942504
543.1668093,151.1667872,167.9341992,220.0748135,62346.39167,645000,91,40.9,99,2170.406184,0.4,3042.775164,4412.663736,115.5742002,352.8998494
543.1670089,151.1669866,167.9346314,220.0751698,62347.12797,660000,88,41.2,96,2170.599949,0.7,3042.824093,4412.802198,115.5772962,352.905546
543.1672085,151.1671856,167.9350328,220.0755228,62347.79876,640000,92,40,98.5,2170.827947,0.3,3042.873002,4412.940659,115.5803922,352.9112013
543.167408,151.1673845,167.9355304,220.0758785,62348.366,648500,89.5,39,97,2171.010188,0.6,3042.921976,4413.079121,115.5834881,352.9169191
543.1676076,151.1675837,167.9359487,220.0762338,62349.23867,645800,90.2,41,98.2,2171.196216,0.5,3042.970918,4413.217582,115.5865841,352.9227514
543.1678069,151.167783,167.9363646,220.0765927,62350.00756,648200,91.2,38,99.2,2171.37893,0.3,3043.019806,4413.356044,115.5896801,352.9285001
543.1680062,151.1679825,167.9367913,220.0769441,62350.6539,652800,89.7,42,97.8,2171.593857,0.5,3043.068717,4413.494505,115.5927761,352.9343997
543.1682058,151.1681819,167.937204,220.0773025,62351.20643,647500,90.5,40.5,98.6,2171.816903,0.4,3043.117709,4413.632967,115.595872,352.9401101
543.1684052,151.1683814,167.937655,220.077655,62351.7994,651200,89.8,40.2,97.9,2172.054798,0.5,3043.166702,4413.771429,115.598968,352.9459604
543.1686042,151.1685807,167.9380755,220.0780105,62352.61957,647000,91.2,41.8,99.3,2172.292864,0.3,3043.215637,4413.90989,115.602064,352.9518089
543.1688035,151.16878,167.9385386,220.0783678,62353.2479,648200,90.7,40.5,98.9,2172.517258,0.4,3043.264613,4414.048352,115.60516,352.9574714
543.1690031,151.1689794,167.93899,220.078721,62354.08568,644100,91.4,41,98.4,2172.735804,0.3,3043.313546,4414.186813,115.6082559,352.9631382
543.1692021,151.1691784,167.9393987,220.0790781,62355.00172,650000,90,40.7,98,2172.920509,0.5,3043.362531,4414.325275,115.6113519,352.9690374
543.1694013,151.1693778,167.9398272,220.0794287,62355.93763,655000,89,41.5,97,2173.132954,0.6,3043.411462,4414.463736,115.6144479,352.9749218
543.1696004,151.1695771,167.940259,220.0797823,62356.63785,645000,91,40.9,99,2173.368382,0.4,3043.460416,4414.602198,115.6175439,352.9805196
543.1697997,151.1697761,167.9407528,220.0801338,62357.57379,660000,88,41.2,96,2173.593617,0.7,3043.509304,4414.740659,115.6206398,352.9863628
543.1699993,151.1699755,167.9412054,220.0804861,62358.22213,640000,92,40,98.5,2173.822846,0.3,3043.558258,4414.879121,115.6237358,352.9921153
543.1701986,151.1701747,167.9416101,220.0808357,62358.84459,648500,89.5,39,97,2174.041534,0.6,3043.607154,4415.017582,115.6268318,352.9977916
543.1703982,151.1703742,167.9420725,220.0811872,62359.65006,645800,90.2,41,98.2,2174.295833,0.5,3043.656143,4415.156044,115.6299278,353.0035695
543.1705975,151.1705734,167.9425172,220.0815448,62360.35746,648200,91.2,38,99.2,2174.495426,0.3,3043.705073,4415.294505,115.6330237,353.0092187
543.1707965,151.1707724,167.9429786,220.0818979,62361.09153,652800,89.7,42,97.8,2174.747361,0.5,3043.754043,4415.432967,115.6361197,353.0148887
543.170996,151.1709718,167.9434566,220.0822528,62361.78298,647500,90.5,40.5,98.6,2174.964334,0.4,3043.802944,4415.571429,115.6392157,353.0204948
543.1711949,151.1711708,167.9439199,220.0826065,62362.37045,651200,89.8,40.2,97.9,2175.189079,0.5,3043.851863,4415.70989,115.6423117,353.0263511
543.1713944,151.1713702,167.9443686,220.0829639,62362.97972,647000,91.2,41.8,99.3,2175.421151,0.3,3043.90086,4415.848352,115.6454076,353.0320176
543.1715935,151.1715697,167.9448635,220.0833222,62363.72461,648200,90.7,40.5,98.9,2175.643471,0.4,3043.949799,4415.986813,115.6485036,353.0377102
543.1717924,151.171769,167.9452799,220.0836776,62364.34423,644100,91.4,41,98.4,2175.860674,0.3,3043.998728,4416.125275,115.6515996,353.043513
543.1719915,151.171968,167.9457081,220.0840343,62365.1103,650000,90,40.7,98,2176.073494,0.5,3044.047626,4416.263736,115.6546956,353.049137
543.1721904,151.1721672,167.9461892,220.0843928,62365.75605,655000,89,41.5,97,2176.317337,0.6,3044.096544,4416.402198,115.6577915,353.055019
543.1723899,151.1723666,167.9466214,220.084743,62366.44838,645000,91,40.9,99,2176.504936,0.4,3044.145473,4416.540659,115.6608875,353.060649
543.1725892,151.1725657,167.9470596,220.0850965,62367.05703,660000,88,41.2,96,2176.725175,0.7,3044.194392,4416.679121,115.6639835,353.0664047
543.1727882,151.1727651,167.9474953,220.0854458,62367.61224,640000,92,40,98.5,2176.920903,0.3,3044.243375,4416.817582,115.6670795,353.072066
543.1729875,151.1729641,167.9479491,220.0858005,62368.31826,648500,89.5,39,97,2177.100526,0.6,3044.292334,4416.956044,115.6701754,353.0777989
543.1731866,151.1731636,167.9484378,220.0861593,62369.14047,645800,90.2,41,98.2,2177.289346,0.5,3044.341233,4417.094505,115.6732714,353.0835858
543.1733863,151.1733626,167.9488561,220.0865095,62370.03558,648200,91.2,38,99.2,2177.540429,0.3,3044.390223,4417.232967,115.6763674,353.0894021
543.1735859,151.1735616,167.9493292,220.0868585,62370.8715,652800,89.7,42,97.8,2177.725495,0.5,3044.439131,4417.371429,115.6794634,353.0951304
543.1737848,151.1737607,167.949801,220.0872119,62371.60081,647500,90.5,40.5,98.6,2177.949509,0.4,3044.488029,4417.50989,115.6825593,353.1009749
543.1739841,151.1739603,167.9502626,220.0875683,62372.21103,651200,89.8,40.2,97.9,2178.18626,0.5,3044.536929,4417.648352,115.6856553,353.1067878
543.1741835,151.1741593,167.9507333,220.0879199,62373.02516,647000,91.2,41.8,99.3,2178.379073,0.3,3044.585909,4417.786813,115.6887513,353.1124659
543.1743827,151.174359,167.9511915,220.0882777,62373.72471,648200,90.7,40.5,98.9,2178.581606,0.4,3044.634895,4417.925275,115.6918473,353.118143
543.174582,151.174558,167.9516116,220.0886332,62374.51894,644100,91.4,41,98.4,2178.786833,0.3,3044.683835,4418.063736,115.6949432,353.1237788
543.1747817,151.1747569,167.9520814,220.088992,62375.24532,650000,90,40.7,98,2179.007795,0.5,3044.732767,4418.202198,115.6980392,353.1296152
543.1749808,151.1749561,167.9525562,220.0893498,62375.85765,655000,89,41.5,97,2179.245051,0.6,3044.781733,4418.340659,115.7011352,353.1353062
543.1751798,151.1751555,167.9530314,220.0896997,62376.74004,645000,91,40.9,99,2179.47863,0.4,3044.830723,4418.479121,115.7042312,353.1410632
543.1753794,151.1753547,167.9535134,220.0900499,62377.51651,660000,88,41.2,96,2179.660265,0.7,3044.879645,4418.617582,115.7073271,353.1466896
543.1755788,151.1755541,167.9539615,220.0904076,62378.45015,640000,92,40,98.5,2179.840794,0.3,3044.928612,4418.756044,115.7104231,353.1523986
543.1757778,151.1757532,167.9544542,220.090761,62379.33238,648500,89.5,39,97,2180.0633,0.6,3044.977576,4418.894505,115.7135191,353.158064
543.175977,151.1759522,167.954894,220.0911122,62380.20356,645800,90.2,41,98.2,2180.263838,0.5,3045.02653,4419.032967,115.7166151,353.1638431
543.1761759,151.1761519,167.9552973,220.0914628,62380.98793,648200,91.2,38,99.2,2180.477077,0.3,3045.075473,4419.171429,115.719711,353.169475
543.1763754,151.176351,167.9557272,220.0918126,62381.91219,652800,89.7,42,97.8,2180.712483,0.5,3045.124415,4419.30989,115.722807,353.1750845
543.1765743,151.1765506,167.9562042,220.0921683,62382.52762,647500,90.5,40.5,98.6,2180.898484,0.4,3045.173386,4419.448352,115.725903,353.1807369
543.1767735,151.1767497,167.9566875,220.0925248,62383.1082,651200,89.8,40.2,97.9,2181.121661,0.5,3045.222288,4419.586813,115.728999,353.1865803
543.1769727,151.1769489,167.9571551,220.0928794,62383.83757,647000,91.2,41.8,99.3,2181.322598,0.3,3045.271223,4419.725275,115.7320949,353.1924446
543.1771717,151.1771481,167.957604,220.0932388,62384.62397,648200,90.7,40.5,98.9,2181.55183,0.4,3045.320181,4419.863736,115.7351909,353.1983315
543.1773712,151.1773475,167.9580524,220.0935912,62385.21417,644100,91.4,41,98.4,2181.756903,0.3,3045.36917,4420.002198,115.7382869,353.2041905
543.1775702,151.177547,167.9585505,220.0939443,62386.03316,650000,90,40.7,98,2181.946045,0.5,3045.418128,4420.140659,115.7413829,353.209885
543.1777698,151.1777461,167.9590441,220.0943008,62386.70253,655000,89,41.5,97,2182.183814,0.6,3045.46707,4420.279121,115.7444788,353.215529
543.1779688,151.1779454,167.9595217,220.0946505,62387.53764,645000,91,40.9,99,2182.384239,0.4,3045.516055,4420.417582,115.7475748,353.2212189
543.1781683,151.1781443,167.9599257,220.0950034,62388.33168,660000,88,41.2,96,2182.588281,0.7,3045.565026,4420.556044,115.7506708,353.2270574
543.1783679,151.1783434,167.9603696,220.0953546,62389.17906,640000,92,40,98.5,2182.836602,0.3,3045.613914,4420.694505,115.7537668,353.2329305
543.178567,151.178543,167.9607715,220.0957049,62389.73267,648500,89.5,39,97,2183.086747,0.6,3045.662861,4420.832967,115.7568627,353.2386693
543.1787664,151.1787421,167.961198,220.0960614,62390.561,645800,90.2,41,98.2,2183.342394,0.5,3045.711782,4420.971429,115.7599587,353.2443881
543.1789653,151.1789411,167.9616367,220.0964134,62391.38478,648200,91.2,38,99.2,2183.551881,0.3,3045.760737,4421.10989,115.7630547,353.2500062
543.1791646,151.1791402,167.9620532,220.096772,62392.06109,652800,89.7,42,97.8,2183.785796,0.5,3045.809678,4421.248352,115.7661507,353.2559008
543.179364,151.1793396,167.9625254,220.0971288,62392.61574,647500,90.5,40.5,98.6,2183.975891,0.4,3045.8586,4421.386813,115.7692466,353.2614941
543.1795634,151.1795385,167.9629831,220.0974833,62393.41074,651200,89.8,40.2,97.9,2184.164011,0.5,3045.907579,4421.525275,115.7723426,353.2671867
543.1797625,151.1797379,167.963427,220.0978367,62394.28141,647000,91.2,41.8,99.3,2184.365383,0.3,3045.956557,4421.663736,115.7754386,353.2729392
543.1799617,151.1799373,167.9638939,220.0981936,62395.02092,648200,90.7,40.5,98.9,2184.612633,0.4,3046.005461,4421.802198,115.7785346,353.2788283
543.1801613,151.1801366,167.9643106,220.0985433,62395.58397,644100,91.4,41,98.4,2184.815579,0.3,3046.054436,4421.940659,115.7816305,353.2844874
543.1803607,151.1803355,167.9647421,220.0988958,62396.39345,650000,90,40.7,98,2185.063951,0.5,3046.103375,4422.079121,115.7847265,353.290083
543.1805602,151.1805348,167.9651816,220.0992508,62397.26066,655000,89,41.5,97,2185.269002,0.6,3046.152291,4422.217582,115.7878225,353.2957542
543.1807593,151.1807338,167.9656558,220.0996036,62398.03829,645000,91,40.9,99,2185.456507,0.4,3046.201199,4422.356044,115.7909185,353.3015452
543.1809587,151.1809327,167.9660894,220.0999614,62398.74733,660000,88,41.2,96,2185.664627,0.7,3046.250102,4422.494505,115.7940144,353.307243
543.1811579,151.1811318,167.9665304,220.1003163,62399.51289,640000,92,40,98.5,2185.913235,0.3,3046.299007,4422.632967,115.7971104,353.3130101
543.1813573,151.181331,167.9669838,220.1006677,62400.42792,648500,89.5,39,97,2186.167626,0.6,3046.347983,4422.771429,115.8002064,353.3187476
543.1815566,151.1815299,167.9674697,220.1010194,62401.07312,645800,90.2,41,98.2,2186.355039,0.5,3046.396896,4422.90989,115.8033024,353.3246371
543.1817557,151.181729,167.9678827,220.1013723,62401.88334,648200,91.2,38,99.2,2186.574351,0.3,3046.445862,4423.048352,115.8063983,353.3305335
543.1819547,151.1819282,167.9683616,220.1017244,62402.75088,652800,89.7,42,97.8,2186.756683,0.5,3046.494789,4423.186813,115.8094943,353.3362934
543.1821539,151.1821275,167.9688297,220.102075,62403.36521,647500,90.5,40.5,98.6,2186.988564,0.4,3046.543698,4423.325275,115.8125903,353.3421075
543.1823533,151.182327,167.969269,220.1024303,62404.28238,651200,89.8,40.2,97.9,2187.178823,0.5,3046.592612,4423.463736,115.8156863,353.3478004
543.1825524,151.182526,167.9696927,220.1027898,62405.13337,647000,91.2,41.8,99.3,2187.394017,0.3,3046.64159,4423.602198,115.8187822,353.3535049
543.1827518,151.1827255,167.9701909,220.1031417,62406.01042,648200,90.7,40.5,98.9,2187.606362,0.4,3046.690531,4423.740659,115.8218782,353.3591046
543.1829514,151.182925,167.97067,220.1034996,62406.85507,644100,91.4,41,98.4,2187.822079,0.3,3046.739422,4423.879121,115.8249742,353.3648335
543.1831511,151.183124,167.9711087,220.1038514,62407.45821,650000,90,40.7,98,2188.031911,0.5,3046.788396,4424.017582,115.8280702,353.3706534
543.1833501,151.183323,167.9716005,220.1042064,62408.03017,655000,89,41.5,97,2188.253427,0.6,3046.837299,4424.156044,115.8311662,353.3762433
543.1835495,151.1835225,167.9720822,220.1045575,62408.69804,645000,91,40.9,99,2188.444788,0.4,3046.88626,4424.294505,115.8342621,353.3820865
543.1837485,151.1837219,167.9725734,220.1049113,62409.46849,660000,88,41.2,96,2188.641232,0.7,3046.935176,4424.432967,115.8373581,353.3879848
543.1839476,151.1839211,167.9730548,220.1052677,62410.35833,640000,92,40,98.5,2188.858849,0.3,3046.98412,4424.571429,115.8404541,353.3938316
543.1841471,151.18412,167.9735109,220.1056248,62411.16521,648500,89.5,39,97,2189.079329,0.6,3047.03302,4424.70989,115.8435501,353.3994998
543.1843465,151.1843194,167.9739871,220.1059828,62411.83389,645800,90.2,41,98.2,2189.265211,0.5,3047.081987,4424.848352,115.846646,353.4052521
543.1845454,151.1845189,167.9744077,220.1063338,62412.52702,648200,91.2,38,99.2,2189.478481,0.3,3047.130974,4424.986813,115.849742,353.4111123
543.1847449,151.1847181,167.97488,220.1066856,62413.45928,652800,89.7,42,97.8,2189.691242,0.5,3047.179925,4425.125275,115.852838,353.4170057
543.1849438,151.1849174,167.975306,220.1070397,62414.19114,647500,90.5,40.5,98.6,2189.920368,0.4,3047.228831,4425.263736,115.855934,353.42267
543.1851434,151.1851171,167.9757848,220.1073888,62414.77315,651200,89.8,40.2,97.9,2190.130775,0.5,3047.277746,4425.402198,115.8590299,353.4284424
543.1853431,151.1853167,167.9762182,220.1077477,62415.67716,647000,91.2,41.8,99.3,2190.310138,0.3,3047.326695,4425.540659,115.8621259,353.4340615
543.1855422,151.185516,167.9766832,220.1081069,62416.54475,648200,90.7,40.5,98.9,2190.561639,0.4,3047.375682,4425.679121,115.8652219,353.4397214
543.1857417,151.1857154,167.9771472,220.1084573,62417.27115,644100,91.4,41,98.4,2190.782221,0.3,3047.424603,4425.817582,115.8683179,353.4455132
543.1859411,151.1859147,167.9776184,220.1088079,62417.89533,650000,90,40.7,98,2191.030316,0.5,3047.473581,4425.956044,115.8714138,353.4511673
543.1861407,151.1861136,167.9780915,220.1091623,62418.63957,655000,89,41.5,97,2191.253893,0.6,3047.522529,4426.094505,115.8745098,353.4570522
543.1863401,151.186313,167.9785219,220.1095136,62419.43549,645000,91,40.9,99,2191.506241,0.4,3047.571444,4426.232967,115.8776058,353.4627677
543.186539,151.1865121,167.9790131,220.109871,62420.13956,660000,88,41.2,96,2191.74464,0.7,3047.620422,4426.371429,115.8807018,353.4684544
543.1867378,151.1867116,167.9795041,220.1102261,62420.91701,640000,92,40,98.5,2191.949183,0.3,3047.66938,4426.50989,115.8837977,353.4742181
543.186937,151.1869106,167.9799243,220.1105789,62421.49232,648500,89.5,39,97,2192.164376,0.6,3047.718282,4426.648352,115.8868937,353.4800864
543.1871365,151.1871101,167.9803513,220.1109367,62422.31452,645800,90.2,41,98.2,2192.417897,0.5,3047.767273,4426.786813,115.8899897,353.4857384
543.1873362,151.1873095,167.9808447,220.1112945,62423.03775,648200,91.2,38,99.2,2192.64947,0.3,3047.816204,4426.925275,115.8930857,353.4913927
543.1875353,151.1875092,167.9812478,220.1116476,62423.77831,652800,89.7,42,97.8,2192.848024,0.5,3047.8652,4427.063736,115.8961816,353.4971629
543.1877346,151.1877085,167.9816645,220.1120006,62424.49101,647500,90.5,40.5,98.6,2193.070848,0.4,3047.914146,4427.202198,115.8992776,353.5028663
543.1879337,151.1879081,167.9821259,220.1123502,62425.27488,651200,89.8,40.2,97.9,2193.296571,0.5,3047.96307,4427.340659,115.9023736,353.5085612
543.1881328,151.1881073,167.9825448,220.1127052,62426.06647,647000,91.2,41.8,99.3,2193.546462,0.3,3048.011983,4427.479121,115.9054696,353.514311
543.1883324,151.1883067,167.9830012,220.1130555,62426.94078,648200,90.7,40.5,98.9,2193.798799,0.4,3048.060903,4427.617582,115.9085655,353.5200606
543.1885316,151.1885059,167.9834141,220.1134126,62427.62966,644100,91.4,41,98.4,2194.051753,0.3,3048.10987,4427.756044,115.9116615,353.52592
543.1887306,151.1887052,167.9838271,220.1137635,62428.51046,650000,90,40.7,98,2194.266641,0.5,3048.158799,4427.894505,115.9147575,353.5317898
543.1889298,151.1889044,167.9842822,220.1141171,62429.32802,655000,89,41.5,97,2194.467319,0.6,3048.207778,4428.032967,115.9178535,353.5374518
543.1891295,151.1891038,167.9847721,220.1144672,62430.2423,645000,91,40.9,99,2194.721749,0.4,3048.256715,4428.171429,115.9209494,353.5431161
543.1893291,151.1893031,167.9852215,220.1148171,62431.15077,660000,88,41.2,96,2194.929038,0.7,3048.305629,4428.30989,115.9240454,353.5489702
543.189528,151.1895025,167.9857179,220.1151686,62431.9377,640000,92,40,98.5,2195.181772,0.3,3048.354615,4428.448352,115.9271414,353.554707
543.1897277,151.1897016,167.9862073,220.115525,62432.84723,648500,89.5,39,97,2195.393575,0.6,3048.403601,4428.586813,115.9302374,353.5603443
543.1899268,151.1899013,167.9866171,220.1158768,62433.62068,645800,90.2,41,98.2,2195.601955,0.5,3048.452528,4428.725275,115.9333333,353.565981
543.1901262,151.1901007,167.9871048,220.1162347,62434.43003,648200,91.2,38,99.2,2195.803349,0.3,3048.501426,4428.863736,115.9364293,353.571724
543.1903254,151.1903001,167.9875827,220.1165849,62435.18606,652800,89.7,42,97.8,2196.040823,0.5,3048.550373,4429.002198,115.9395253,353.5775224
543.1905247,151.1904996,167.9880007,220.1169438,62435.82791,647500,90.5,40.5,98.6,2196.271306,0.4,3048.599346,4429.140659,115.9426213,353.5832433
543.1907244,151.1906985,167.9884667,220.1172938,62436.54767,651200,89.8,40.2,97.9,2196.491618,0.5,3048.648332,4429.279121,115.9457172,353.5889611
