CT,V,AP,RH,RPM_GAS,EX_TEMP,RPM_STEAM,STEAM_PRESSURE,WATER_FR,POWER_1,POWER_2
270.73,69.94,1009.9,82.12,2957.951327,839.8302243,2417.768752,549.821681,119.3635556,445.91,359.2789715
271.36,68.28,1007.6,72.37,2957.990316,839.8400888,2417.798907,549.8464025,119.3681602,445.91,359.2941716
275.23,69.34,1009.51,82.87,2958.031378,839.8499801,2417.828244,549.871159,119.3729095,445.92,359.3093546
271.62,58.59,1012.93,67.05,2958.069723,839.8598176,2417.856391,549.895827,119.3778842,445.92,359.3244461
271.65,56.89,1013.13,66.07,2958.108216,839.8696802,2417.884481,549.9205444,119.3827758,445.93,359.3392259
271.63,60.84,1018.16,77.53,2958.143826,839.8795732,2417.915044,549.9452601,119.387779,445.93,359.3541832
270.87,57.19,1006.5,77,2958.182522,839.889425,2417.944547,549.9698259,119.3924621,445.95,359.3688179
270.51,68.08,1012.73,78.05,2958.221772,839.8992859,2417.973546,549.9946919,119.3971012,445.96,359.383736
269.94,61.87,1009.7,66.6,2958.263124,839.9091412,2418.003921,550.0193776,119.4018563,445.97,359.3980531
272.47,48.6,1002.33,63.23,2958.301094,839.9190365,2418.03333,550.0442176,119.4067878,445.98,359.4122029
263.78,40.1,1014.49,81.86,2958.339768,839.9288685,2418.063359,550.0689112,119.4118006,445.98,359.427016
272.16,65.48,1017.22,70.51,2958.376061,839.9387527,2418.09282,550.0937651,119.4166098,446,359.4413562
267.74,58.33,1013.55,81.8,2958.418185,839.9486409,2418.122521,550.1185519,119.421412,446.01,359.4566325
269.72,51.19,1008.51,95.28,2958.459816,839.9585228,2418.151521,550.1432189,119.4264132,446.01,359.4714378
273.96,58.33,1013.37,59.97,2958.496456,839.9683998,2418.180447,550.1679527,119.4311608,446.01,359.4864336
274.91,57.17,1010.88,72.97,2958.534175,839.9782574,2418.209341,550.1927609,119.436022,446.01,359.5014404
271.11,59.39,1013.87,85.29,2958.574875,839.9881064,2418.239048,550.2176787,119.4406748,446.02,359.5156292
274.38,63.91,1009.53,79.11,2958.615737,839.9979558,2418.266908,550.2425974,119.4455509,446.02,359.5304398
269.8,67.71,1005.58,69.65,2958.658006,840.0078333,2418.295204,550.2674836,119.4502524,446.03,359.5455789
274.65,64.63,1020.52,53.45,2958.697972,840.017692,2418.324085,550.2920677,119.4550093,446.04,359.5606339
274.79,59.21,1017.9,53.83,2958.73527,840.0275706,2418.353821,550.3167651,119.4600286,446.04,359.5748411
273.05,48.98,1015.64,49.33,2958.771311,840.0374085,2418.38415,550.3415708,119.4646981,446.05,359.589943
273.6,57.17,1009.84,74.27,2958.807955,840.0472756,2418.413905,550.3662526,119.4697223,446.05,359.6048263
273.4,49.16,1002.85,69.82,2958.845995,840.0571457,2418.443346,550.3911483,119.4746849,446.05,359.6198961
275.66,61.08,1013,71.21,2958.882042,840.0670178,2418.473504,550.415943,119.4795765,446.05,359.6347231
271.07,67.07,1004.64,86.16,2958.918799,840.0768923,2418.504048,550.4408503,119.4843262,446.05,359.649382
276.1,62.91,1012.44,60.91,2958.956896,840.0867319,2418.533668,550.46554,119.4891985,446.05,359.6643489
276.98,43.77,1010.95,40.8,2958.994754,840.0965634,2418.561668,550.490237,119.4938003,446.05,359.6785005
276.98,43.77,1010.95,40.8,2959.036084,840.1064328,2418.589661,550.5148218,119.4987468,446.05,359.6929996
271.26,60.84,1018.43,78.83,2959.076151,840.1163083,2418.619708,550.5393588,119.5036048,446.08,359.7079091
272.92,61.9,1013.27,78.32,2959.117955,840.1261857,2418.649085,550.5639984,119.508281,446.08,359.7230363
271.36,59.54,1007.99,92.62,2959.155417,840.1360417,2418.679169,550.5886292,119.513143,446.09,359.7382164
274.34,62.96,1019.7,61.44,2959.196924,840.1458815,2418.707635,550.6132177,119.5177491,446.09,359.7533872
274.81,60.95,1014.72,54.71,2959.239095,840.1557446,2418.736526,550.6378286,119.5225029,446.09,359.7680683
269.74,67.71,1007.68,64.02,2959.277207,840.1656211,2418.766143,550.6624308,119.5275117,446.1,359.7830361
277.97,58.84,1002.25,57.88,2959.317431,840.1755032,2418.79589,550.6871992,119.5322561,446.11,359.7970914
273.21,63.94,1013.56,80.23,2959.356372,840.185382,2418.823818,550.7117801,119.5368159,446.11,359.8115047
275.09,57.43,1013.2,70.42,2959.397103,840.1952218,2418.853884,550.7363944,119.5416432,446.11,359.8256833
277.97,58.84,1002.25,57.88,2959.435651,840.2050515,2418.882695,550.7610328,119.5464079,446.11,359.8406488
272.78,62.44,1011.79,75.43,2959.475225,840.214916,2418.913323,550.7858437,119.5512899,446.12,359.855196
272.24,60.07,1015.93,62.25,2959.511502,840.2248116,2418.94345,550.8104408,119.5562555,446.14,359.8704514
271.58,67.25,1017.39,79,2959.55142,840.2346521,2418.971995,550.8352214,119.561248,446.15,359.8853283
272.89,80.25,1006.38,80.25,2959.589167,840.2445477,2419.000736,550.8599168,119.5658436,446.15,359.8996381
269.83,59.44,1012.98,91.24,2959.626409,840.2544278,2419.029914,550.8846884,119.5708867,446.15,359.9148176
271.58,67.25,1017.39,79,2959.666307,840.2642599,2419.060401,550.9093809,119.5754463,446.15,359.9290086
272.79,68.63,1012.99,55.78,2959.708837,840.2741517,2419.088295,550.9339881,119.580272,446.16,359.9438895
271.44,51.19,1009.1,84.94,2959.744769,840.2840331,2419.117311,550.958907,119.5852892,446.17,359.9579769
276.53,69.71,1009.88,76.26,2959.781558,840.2938861,2419.147259,550.9835028,119.5902662,446.17,359.9727215
274.16,60.29,1018.09,63.49,2959.819843,840.3037346,2419.175336,551.0082065,119.594998,446.17,359.9879003
270.79,57.32,1012.47,70.09,2959.861252,840.3135915,2419.203014,551.0328776,119.59986,446.18,360.0029387
269.01,58.46,1017.14,90.99,2959.902609,840.323467,2419.23102,551.0575813,119.6046315,446.18,360.0182142
273.38,48.78,1019.03,78.69,2959.942879,840.3333085,2419.259346,551.0821779,119.609322,446.18,360.0327681
272.91,60.07,1016.03,59.72,2959.984268,840.3431413,2419.287708,551.1069966,119.6143274,446.19,360.0476357
273.07,65.46,1014.07,46.77,2960.024839,840.3530108,2419.31796,551.1317747,119.6191344,446.19,360.0622812
270.91,58.2,1018.1,62.8,2960.060621,840.3628865,2419.348547,551.1563767,119.6239083,446.19,360.0769569
271.01,51.19,1008.44,81.49,2960.098813,840.3727715,2419.378619,551.180899,119.628716,446.2,360.0910728
270.78,58.86,1016.02,77.29,2960.140313,840.3826659,2419.408884,551.2057002,119.6335153,446.2,360.1059604
272.64,59.27,1012.58,83.55,2960.176152,840.392537,2419.438824,551.2302454,119.6382727,446.2,360.120631
279.01,65.71,1013.61,48.07,2960.217,840.402401,2419.468916,551.255051,119.6432515,446.22,360.1349896
271.26,50.32,1008.41,87.22,2960.25934,840.41223,2419.497258,551.2796423,119.6478729,446.22,360.1500368
273.04,63.86,1019.83,59.78,2960.295456,840.4220809,2419.526172,551.3043433,119.6528262,446.22,360.1641924
270.32,67.71,1007.42,63.71,2960.33375,840.4319706,2419.554868,551.3292073,119.6577653,446.22,360.1785277
279.01,65.71,1013.61,48.07,2960.372151,840.4417998,2419.583997,551.3537914,119.6627334,446.22,360.1934919
273.83,49.21,1012.93,46.79,2960.409076,840.451683,2419.613232,551.3785909,119.6675502,446.23,360.2075283
274.63,65.38,1010.43,40.68,2960.446309,840.461542,2419.642843,551.4034507,119.6724542,446.23,360.2217315
269.31,67.71,1005.31,77.15,2960.483529,840.4714155,2419.672807,551.4281175,119.6771783,446.23,360.2370172
269.31,67.71,1005.31,77.15,2960.521736,840.4812697,2419.700518,551.4528061,119.682007,446.23,360.2521627
270.98,60.07,1016.26,67.18,2960.558797,840.4911244,2419.731179,551.4775296,119.6868631,446.26,360.2667316
274.54,65.46,1014.27,40.77,2960.598018,840.5009541,2419.761078,551.5024217,119.6914257,446.26,360.2818562
275.2,57.5,1015.19,59.62,2960.63799,840.5107932,2419.789899,551.5269587,119.696387,446.26,360.2960571
275.2,57.5,1015.19,59.62,2960.675972,840.5206287,2419.820182,551.551787,119.7011494,446.26,360.311239
274.77,58.41,1013.78,80.57,2960.712527,840.5304735,2419.84963,551.5765874,119.7059703,446.27,360.3262542
269.66,59.87,1018.75,87.6,2960.754977,840.5403398,2419.878273,551.6012856,119.7109439,446.28,360.3410926
269.62,58.79,1017.59,87.39,2960.790821,840.5502348,2419.906724,551.6258736,119.7157535,446.29,360.3551574
274.67,63.56,1013.75,67.56,2960.827659,840.5600937,2419.9364,551.6507002,119.7205702,446.3,360.3703406
274.19,47.45,1008.26,64.25,2960.867112,840.5699733,2419.964093,551.6753698,119.7254146,446.3,360.384992
274.53,74.78,1009.9,78.34,2960.907187,840.5798455,2419.993353,551.6998908,119.7301609,446.3,360.4001546
274.19,46.93,1013.4,49.39,2960.944876,840.5897296,2420.022683,551.7244824,119.7347947,446.3,360.4146312
274.67,63.56,1013.75,67.56,2960.982679,840.5996263,2420.050979,551.7493795,119.7398197,446.3,360.4287828
271.86,60.27,1016.06,90.48,2961.022922,840.6094983,2420.080025,551.7740415,119.7446676,446.31,360.4434472
275.38,70.94,1007.87,73.59,2961.059837,840.6193531,2420.10997,551.7988486,119.7492413,446.31,360.4577513
275.58,61.08,1013.37,71.27,2961.095654,840.6292242,2420.140419,551.8233716,119.7542674,446.32,360.4720534
271.04,50.32,1008.41,90.19,2961.132284,840.6390707,2420.1685,551.8480267,119.7591909,446.33,360.4869439
274.45,68.63,1013.38,45.35,2961.16927,840.648966,2420.197625,551.872916,119.7639541,446.33,360.5022434
270.68,68.61,1011.2,84.81,2961.208061,840.6588371,2420.22621,551.8975359,119.7688001,446.33,360.5175581
275.03,59.21,1017.28,56.96,2961.249696,840.668681,2420.2562,551.9222872,119.7733865,446.33,360.5323139
271.47,58.79,1017,76.97,2961.291456,840.6785353,2420.28569,551.946844,119.7780343,446.33,360.5463764
270.61,63.86,1015.43,73.86,2961.331647,840.6884182,2420.313873,551.971625,119.7829777,446.34,360.5605502
273.88,67.9,1005.99,67.58,2961.368808,840.6983102,2420.343998,551.9965024,119.7878859,446.34,360.5748814
272.04,69.51,1013.25,56.15,2961.405227,840.7082021,2420.37361,552.0211014,119.7928729,446.34,360.5901244
269.09,65.94,1012.53,81.06,2961.441247,840.7180704,2420.402178,552.0459972,119.7975959,446.34,360.6043001
269.89,50.78,1008.85,92.97,2961.481734,840.7279053,2420.431482,552.0708502,119.8023452,446.35,360.6188164
275.13,68.63,1013.57,43.44,2961.523543,840.7377556,2420.460697,552.0955962,119.8073288,446.36,360.633855
272.67,58.2,1016.91,60.75,2961.56185,840.7476079,2420.489052,552.1204283,119.8120846,446.36,360.6487744
271.16,65.48,1016.99,72.79,2961.60237,840.7574554,2420.518617,552.1453233,119.8168809,446.37,360.6629327
277.16,59.87,1011.78,58.84,2961.644445,840.7673442,2420.546347,552.170134,119.8215299,446.38,360.6782513
274.39,63.21,1012.59,80.88,2961.682864,840.7772004,2420.574166,552.1948171,119.8262107,446.4,360.6926614
273.96,60.95,1015.01,65.24,2961.721787,840.7870527,2420.602781,552.2194519,119.8307894,446.4,360.7072874
271.6,43.43,1010.28,61.87,2961.76301,840.7969131,2420.63118,552.2441263,119.8356011,446.4,360.7219726
270.94,68.12,1012.43,78.2,2961.799327,840.806808,2420.660263,552.2690235,119.8402418,446.41,360.7365394
270.35,67.71,1005.85,63.97,2961.836231,840.816661,2420.690857,552.2937331,119.8449131,446.42,360.7513198
273.37,63.87,1016.67,60.44,2961.875914,840.8265348,2420.720648,552.3184656,119.849779,446.42,360.7655736
272.69,59.44,1012.97,83.47,2961.914394,840.8364018,2420.750194,552.3432387,119.8545923,446.43,360.7808044
271.06,67.07,1004.9,84.09,2961.955942,840.8462397,2420.778831,552.3680945,119.8594248,446.44,360.7951873
273.55,65.12,1016.23,66.65,2961.997445,840.8560805,2420.806582,552.3926505,119.8644241,446.44,360.8103948
273.19,58.82,1009.96,81.05,2962.037239,840.8659404,2420.836264,552.4175456,119.869002,446.44,360.8248657
274.43,47.45,1007.68,65.18,2962.07709,840.8758154,2420.866569,552.4423001,119.8739615,446.45,360.8391136
271.7,49.02,1008.74,82.8,2962.116876,840.8857071,2420.896138,552.4670629,119.8788904,446.46,360.8539644
274.98,60.32,1016.39,63.12,2962.154615,840.8955451,2420.925712,552.491629,119.883531,446.46,360.8692014
270.03,57.19,1007.31,81.69,2962.197052,840.9054288,2420.955378,552.5164312,119.8885244,446.46,360.8832472
269.39,68.61,1011.09,96.51,2962.236764,840.9153015,2420.985725,552.5410252,119.8932194,446.47,360.8981984
270.86,57.32,1010.24,76.64,2962.276307,840.9251614,2421.013422,552.5657509,119.8980041,446.48,360.9128662
282.48,62.04,1010.39,38.05,2962.314435,840.93501,2421.042826,552.5905339,119.9029781,446.48,360.9271517
277.07,66.93,1017.32,55.38,2962.355339,840.9448893,2421.073407,552.6152649,119.9078647,446.48,360.9421739
270.83,70.72,1009.56,89.37,2962.396032,840.9547838,2421.101527,552.6398471,119.9125337,446.48,360.9574002
270.86,57.32,1010.24,76.64,2962.437799,840.9646472,2421.131064,552.6645736,119.9173338,446.48,360.9724882
272.36,58.79,1011.77,87.51,2962.47608,840.9745454,2421.159531,552.689125,119.9220116,446.49,360.9865582
276.1,44.57,1007.47,55.15,2962.515437,840.9843836,2421.187943,552.713683,119.9270292,446.49,361.0013104
276.02,59.57,1011.16,76.93,2962.553262,840.9942619,2421.218025,552.7384926,119.9315874,446.5,361.0159808
279.12,58.84,1001.31,52.86,2962.589226,841.0041482,2421.246119,552.7631046,119.9362571,446.51,361.0305971
272.19,48.78,1017.84,76.01,2962.628999,841.0140268,2421.275486,552.7877226,119.9409693,446.51,361.044664
270.61,62.91,1013.24,79.54,2962.668561,841.0239212,2421.306016,552.8125132,119.9459764,446.53,361.0598043
270.61,62.91,1013.24,79.54,2962.709199,841.0338121,2421.336522,552.8370548,119.9507021,446.53,361.0749976
273.38,58.82,1012.27,77.87,2962.747227,841.0437062,2421.364486,552.8618339,119.9555769,446.54,361.0890597
273.84,49.21,1013.35,45.4,2962.787763,841.0535472,2421.392281,552.8864764,119.960176,446.54,361.1032643
272.28,58.86,1014.08,66.47,2962.825447,841.0634432,2421.420004,552.9111997,119.9650235,446.55,361.1177159
271.96,48.6,1004.87,76.27,2962.867919,841.0732999,2421.450189,552.9360733,119.9698998,446.56,361.1320672
271.78,51.43,1007.45,88.71,2962.905843,841.0831779,2421.479363,552.9606699,119.9748283,446.56,361.1472776
277.34,63.78,1016.5,48.4,2962.945297,841.0930638,2421.507466,552.9853845,119.979487,446.56,361.1620038
273.14,63.94,1017.49,53.19,2962.982728,841.1029536,2421.53582,553.0101869,119.9841418,446.57,361.1767461
270.9,67.71,1007.16,59.02,2963.019789,841.1128337,2421.565674,553.0348672,119.9888398,446.57,361.1918298
269.97,50.78,1008.75,92.7,2963.060693,841.1226893,2421.59564,553.0594251,119.9934629,446.57,361.2069924
275.06,64.63,1020.66,54.93,2963.096604,841.1325401,2421.624939,553.0842454,119.9985059,446.57,361.2213197
275.06,64.63,1020.66,54.93,2963.133251,841.142379,2421.653324,553.109018,120.0033653,446.57,361.2364688
271.59,61.87,1011.18,57.21,2963.171069,841.1522205,2421.681577,553.1335715,120.0082382,446.58,361.2508144
273.51,63.78,1016.1,69.79,2963.213529,841.1620912,2421.712045,553.158288,120.0131091,446.58,361.2648929
275.86,60.32,1015.91,53.37,2963.249581,841.171977,2421.740227,553.1831818,120.0178113,446.58,361.2793488
271.59,61.87,1011.18,57.21,2963.291856,841.1818571,2421.770173,553.2078488,120.0227559,446.58,361.2940385
269.04,50.12,1010.53,100.09,2963.331319,841.1917312,2421.800145,553.232642,120.0273378,446.59,361.3081205
271.69,57.17,1011.75,82.63,2963.372676,841.2015744,2421.828242,553.2572399,120.0319755,446.61,361.3225064
273.22,63.07,1012.91,77.59,2963.414218,841.2114174,2421.858751,553.2821406,120.0367373,446.62,361.3377859
272.21,61.87,1010.9,54.22,2963.450463,841.2212881,2421.887289,553.3068051,120.0417741,446.62,361.3528064
272.32,64.27,1014.35,82.98,2963.48888,841.2311464,2421.917016,553.3317053,120.0464036,446.62,361.3673142
275.02,47.45,1008.07,60.42,2963.529798,841.2409889,2421.947138,553.3565705,120.0513194,446.62,361.3815591
269.75,49.02,1009.38,92.89,2963.568399,841.2508788,2421.977001,553.3811329,120.0560348,446.63,361.3965125
275.14,64.63,1020.63,54,2963.608128,841.2607074,2422.004937,553.4056631,120.0606081,446.63,361.410683
272.54,63.91,1012.15,84.91,2963.644208,841.2705928,2422.035395,553.4304753,120.0651649,446.64,361.4248479
270.53,65.06,1016.69,73.47,2963.683185,841.2804737,2422.063741,553.4552778,120.0699168,446.64,361.4392299
271.75,50.12,1009.36,94.41,2963.721534,841.290308,2422.092416,553.4799429,120.074724,446.64,361.4536398
269.8,51.19,1008.25,91.98,2963.757393,841.3001541,2422.122135,553.5045692,120.0793297,446.66,361.4689394
271.17,58.46,1017.71,83.98,2963.797116,841.3100487,2422.152222,553.5291262,120.0841029,446.66,361.4837219
272.99,68.67,1006.65,77.62,2963.834069,841.3198901,2422.180359,553.553826,120.0889143,446.67,361.4980757
273.86,45.87,1007.71,48.73,2963.870887,841.3297456,2422.209513,553.5786162,120.0935165,446.67,361.513371
273.26,63.56,1013.64,71.3,2963.907275,841.339602,2422.23971,553.603432,120.0983049,446.67,361.5280174
275.08,51.43,1011.8,71.98,2963.945702,841.3494805,2422.268852,553.6280248,120.1030733,446.67,361.5428236
275.21,65.34,1013.94,65.04,2963.986885,841.3593513,2422.298033,553.6525697,120.1078668,446.68,361.5578163
268.52,58.41,1013.77,99.89,2964.028402,841.3692132,2422.328207,553.6771623,120.1126113,446.68,361.5723605
270.3,48.41,1007.48,89.66,2964.070147,841.379064,2422.356601,553.7017156,120.1171778,446.68,361.5871018
277.47,63.78,1016.07,48.47,2964.107408,841.388908,2422.386483,553.7266114,120.1220949,446.69,361.6023165
270.87,63.31,1012.27,79.51,2964.149157,841.398778,2422.416588,553.7513831,120.126816,446.7,361.6170583
268.85,67.32,1012.91,82.37,2964.191245,841.4086515,2422.444253,553.7762912,120.1313618,446.7,361.6321106
268.86,50.78,1008.46,91.67,2964.227399,841.4184972,2422.474602,553.8011325,120.1361871,446.7,361.6468917
270.1,58.95,1018.46,80.87,2964.265237,841.4283902,2422.504183,553.825926,120.1409114,446.7,361.6619826
269.41,67.32,1012.34,78.8,2964.301804,841.4382697,2422.533384,553.8508306,120.1455445,446.71,361.6761719
271.92,58.79,1010.09,89.7,2964.338106,841.4481172,2422.562905,553.875563,120.1502377,446.71,361.6903315
273.49,47.45,1008.46,66.18,2964.379684,841.4579602,2422.591903,553.9001492,120.1550079,446.72,361.7046783
273.57,67.9,1006.08,70.12,2964.417371,841.4678274,2422.621642,553.9250232,120.1598744,446.72,361.7195952
276.16,59.87,1013.24,71.92,2964.459467,841.4776858,2422.65004,553.9498542,120.164429,446.73,361.7337479
274.51,51.86,1014.64,67.57,2964.501134,841.4875151,2422.679982,553.9744199,120.1694645,446.74,361.7489069
270.27,63.09,1016.6,90.7,2964.541971,841.4973502,2422.708121,553.9991943,120.1743652,446.75,361.7633052
272.36,59.44,1013.1,84.74,2964.582091,841.5071837,2422.736683,554.0240951,120.178923,446.75,361.7782033
267.17,63.09,1020.54,95.98,2964.621644,841.5170457,2422.764939,554.0488467,120.1837264,446.75,361.79347
270.97,61.87,1011.45,65.41,2964.65904,841.5268779,2422.793554,554.0735176,120.1884266,446.76,361.8076388
271.31,58.05,1012.94,88.39,2964.700742,841.5367477,2422.823638,554.0982146,120.1934696,446.76,361.821938
278.61,72.29,1011.61,45.33,2964.736672,841.5465879,2422.851695,554.123125,120.1982076,446.77,361.8364707
268.92,67.71,1008.19,64.53,2964.775701,841.5564781,2422.880367,554.1477277,120.2031057,446.77,361.8514295
276.88,60.96,1012.1,57.9,2964.817151,841.5663403,2422.910448,554.1723591,120.2076636,446.77,361.8662411
271.78,47.43,1007.88,66.68,2964.85636,841.5762012,2422.940457,554.1970923,120.2123153,446.79,361.8803373
271.98,59.39,1015.25,84.52,2964.896425,841.586078,2422.970756,554.2216948,120.2173229,446.79,361.8950686
271.38,58.33,1013.05,72.75,2964.932905,841.595961,2422.999979,554.2463263,120.2223025,446.8,361.9099464
276.02,63.07,1010.94,53.96,2964.969709,841.6058437,2423.028656,554.2710978,120.2270436,446.82,361.9246833
276.02,63.07,1010.94,53.96,2965.006254,841.6156994,2423.057127,554.2957835,120.231852,446.82,361.9387259
271.59,48.06,1012.72,77.13,2965.0442,841.6255462,2423.085997,554.3203691,120.2368569,446.83,361.9530361
269.72,65.94,1010.53,82.12,2965.083758,841.635411,2423.114722,554.3450543,120.2418513,446.84,361.9675759
271.55,44.57,1006.03,71.54,2965.12605,841.6452603,2423.142404,554.3696793,120.2468632,446.84,361.9817035
273.82,48.92,1010.48,44.45,2965.167823,841.6551239,2423.170656,554.3943554,120.251627,446.85,361.9963608
273.96,47.43,1008.38,63.55,2965.206286,841.665013,2423.200192,554.4189509,120.2563049,446.86,362.0109256
271.76,60.27,1018.96,85.06,2965.243777,841.6748955,2423.229689,554.4436635,120.2609855,446.86,362.0254885
271.39,52.3,1009.2,79.77,2965.283513,841.6847823,2423.257649,554.4685062,120.2659779,446.87,362.0404151
273.26,58.2,1016.72,57.98,2965.319283,841.6946734,2423.287167,554.493075,120.2709975,446.87,362.0545587
274.2,57.85,1013.05,70.29,2965.36002,841.7045562,2423.315671,554.5177153,120.2757284,446.87,362.0697682
270.31,69.94,1009.7,86.53,2965.395824,841.7144065,2423.344925,554.542248,120.2805512,446.87,362.0844298
273.43,60.32,1015.34,69.34,2965.434527,841.7242941,2423.374945,554.5670089,120.2854651,446.88,362.0991143
273.79,58.2,1016.77,55.88,2965.474976,841.7341247,2423.405213,554.5916103,120.290311,446.88,362.1144093
275.08,58.49,1011.1,64.47,2965.512486,841.743987,2423.433633,554.6164647,120.2951527,446.9,362.1287033
272.69,65.12,1016.35,72.02,2965.54818,841.7538189,2423.462541,554.6412405,120.3001909,446.91,362.143576
268.86,51.43,1010.27,86,2965.5855,841.7636945,2423.490644,554.6659097,120.304747,446.91,362.1577336
272.4,68.31,1009.52,83.5,2965.622505,841.7735745,2423.52081,554.6908179,120.3097653,446.91,362.1717847
274.73,65.34,1015.42,52.8,2965.661174,841.7834253,2423.55108,554.7156653,120.3147918,446.92,362.1870779
270.27,63.56,1014.24,86.55,2965.703655,841.7932804,2423.579999,554.7402254,120.3194988,446.93,362.2020445
271.99,51.19,1009.19,82.58,2965.7418,841.8031524,2423.609923,554.7649962,120.3243563,446.93,362.2160958
274.47,58.05,1011.27,71.7,2965.778456,841.8129987,2423.638013,554.7898171,120.3292923,446.93,362.2309644
277.29,64.45,1013.46,45.35,2965.818655,841.822874,2423.667316,554.8143476,120.3339195,446.94,362.2460478
271.79,58.2,1017.21,66.74,2965.856033,841.8327305,2423.69563,554.8388925,120.3388098,446.94,362.2608603
271.79,58.2,1017.21,66.74,2965.891729,841.8425904,2423.725666,554.8634207,120.343655,446.94,362.2758357
273.19,42.67,1007.83,63.31,2965.933248,841.8524862,2423.753746,554.8882126,120.3483725,446.95,362.2898774
273.24,63.78,1017.1,63.8,2965.974145,841.8623181,2423.782511,554.9127694,120.3530583,446.95,362.3042709
271.99,57.5,1015.87,80.72,2966.014917,841.87218,2423.813084,554.9372945,120.3580611,446.96,362.3193401
279.19,67.51,1011.48,55.55,2966.052499,841.88204,2423.841982,554.9621612,120.3630483,446.97,362.3342177
268.6,68.28,1003.27,84.21,2966.08817,841.891878,2423.871239,554.987025,120.3677496,446.98,362.3495081
269.22,65.06,1015.05,82.5,2966.128403,841.9017081,2423.899844,555.0117301,120.3725606,446.98,362.3640005
271.79,61.45,1011.11,91.78,2966.167167,841.9115438,2423.930326,555.0364445,120.3774239,446.99,362.3786983
272.1,65.48,1019.3,66.96,2966.209567,841.9214366,2423.958707,555.0609856,120.3820809,447,362.3939156
272.65,68.67,1006.67,77.42,2966.250152,841.9313064,2423.987935,555.0857804,120.3868475,447.01,362.4089285
273.55,58.79,1010.78,78.47,2966.289127,841.9412015,2424.017095,555.1104654,120.3914855,447.01,362.4233054
272.33,45.87,1007.8,63.61,2966.327908,841.9510992,2424.046392,555.1352184,120.3963861,447.02,362.438404
274.74,63.87,1016.91,55.65,2966.36512,841.9609627,2424.076275,555.159908,120.4013836,447.02,362.4526192
269.12,58.79,1017.34,92.45,2966.401205,841.9708163,2424.106022,555.1847071,120.4062802,447.02,362.4668489
273.84,49.21,1013.6,47.63,2966.437449,841.9807119,2424.135354,555.2093697,120.4112164,447.03,362.4821095
269.13,50.78,1008.51,87.54,2966.479163,841.9906033,2424.165794,555.2341741,120.4161256,447.03,362.4962455
271.24,44.57,1008.72,72.57,2966.52079,842.0004593,2424.194717,555.2590647,120.4211665,447.03,362.5112512
274.51,62.08,1022.58,57.44,2966.556864,842.0102954,2424.223339,555.2839778,120.425757,447.04,362.5253968
276.31,52.09,1013.39,53.59,2966.59678,842.0201809,2424.253282,555.3085868,120.4307301,447.04,362.5394519
271.97,65.61,1016.09,73.29,2966.635469,842.0300788,2424.281257,555.3332304,120.4356103,447.05,362.5535845
277.71,66.93,1016.85,58.77,2966.671554,842.039953,2424.30905,555.3579534,120.4401777,447.06,362.5682467
271.69,47.45,1007.56,77.2,2966.713666,842.049791,2424.339146,555.3825791,120.4452194,447.06,362.5832589
270.41,50.32,1008.45,93.12,2966.749848,842.0596282,2424.368418,555.4071246,120.4498813,447.06,362.5977331
270.21,69.94,1009.33,83.96,2966.786858,842.069458,2424.398419,555.431824,120.454544,447.06,362.6120036
271.19,52.3,1008.24,79.19,2966.826373,842.0793183,2424.427845,555.4566495,120.4592219,447.06,362.6265693
273.66,62.08,1022.42,64.13,2966.86521,842.0891502,2424.456274,555.4814211,120.4640357,447.06,362.6411004
275.54,61.08,1013.14,71.15,2966.902549,842.0990015,2424.485535,555.5062885,120.4686943,447.06,362.6553039
270.71,58.18,1007.63,98.44,2966.940734,842.1088864,2424.514402,555.5308528,120.4735647,447.06,362.6703073
277.71,66.93,1016.85,58.77,2966.982569,842.11876,2424.543826,555.5556032,120.4784472,447.06,362.6844312
271.69,47.45,1007.56,77.2,2967.022238,842.1286392,2424.571741,555.5803868,120.4834193,447.06,362.6993433
273.37,65.46,1016.25,48.64,2967.058943,842.1385342,2424.600401,555.6051411,120.4883924,447.07,362.7140146
272.26,44.89,1009.51,78.93,2967.097283,842.1484003,2424.630298,555.6299084,120.4929914,447.07,362.7290475
270.76,58.79,1017.22,78.75,2967.133651,842.1582856,2424.660442,555.6544635,120.4978863,447.07,362.7432848
273.84,49.21,1013.85,50.36,2967.174036,842.1681218,2424.6907,555.6792767,120.5028781,447.09,362.7581138
274.6,57.85,1012.92,69.56,2967.214237,842.1780051,2424.720234,555.7039601,120.5076449,447.09,362.7731914
275.2,61.08,1013.04,74.28,2967.250051,842.1878747,2424.748205,555.7288058,120.5126523,447.09,362.7884381
273.23,60.32,1016.73,78.35,2967.286723,842.1977212,2424.776505,555.7535549,120.517569,447.09,362.8029993
269.95,58.46,1017.45,89.46,2967.32694,842.2075691,2424.805048,555.7783347,120.5222305,447.1,362.8178509
272.22,48.98,1015.87,53.18,2967.363265,842.2174426,2424.834876,555.8032388,120.5272179,447.1,362.8330626
271.03,67.45,1015.01,68.59,2967.399694,842.2272924,2424.864762,555.8280925,120.5319815,447.11,362.8476129
275.01,68.63,1013.76,43.65,2967.440576,842.2371855,2424.894906,555.8529804,120.5367528,447.12,362.8628201
272.79,50.78,1008.65,58.39,2967.481507,842.2470676,2424.924533,555.8775103,120.5413955,447.12,362.8781375
